Fund Holdings as of,30-Oct-20,,,,,,,,,,,
WTB,WHITBREAD PLC,Equity,0.3,21.47,"1,002,087.00","21,514,807.89","21,514,807.89",Consumer Discretionary,GB00B1KJJ408,London Stock Exchange,United Kingdom,GBP
HIK,HIKMA PHARMACEUTICALS PLC,Equity,0.29,25.1,"835,482.00","20,970,598.20","20,970,598.20",Health Care,GB00B0LCW083,London Stock Exchange,United Kingdom,GBP
PNN,PENNON GROUP PLC,Equity,0.29,9.93,"2,081,782.00","20,663,768.13","20,663,768.13",Utilities,GB00B18V8630,London Stock Exchange,United Kingdom,GBP
BME,B&M EUROPEAN VALUE RETAIL SA,Equity,0.29,4.85,"4,224,490.00","20,480,327.52","20,480,327.52",Consumer Discretionary,LU1072616219,London Stock Exchange,United Kingdom,GBP
JMAT,JOHNSON MATTHEY PLC,Equity,0.28,21.49,"945,668.00","20,322,405.32","20,322,405.32",Materials,GB00BZ4BQC70,London Stock Exchange,United Kingdom,GBP
TW,TAYLOR WIMPEY PLC,Equity,0.27,1.06,"17,987,465.00","19,030,737.97","19,030,737.97",Consumer Discretionary,GB0008782301,London Stock Exchange,United Kingdom,GBP
PSON,PEARSON PLC,Equity,0.27,5.1,"3,728,811.00","19,016,936.10","19,016,936.10",Communication,GB0006776081,London Stock Exchange,United Kingdom,GBP
MNG,M&G PLC,Equity,0.27,1.47,"12,947,775.00","18,987,912.04","18,987,912.04",Financials,GB00BKFB1C65,London Stock Exchange,United Kingdom,GBP
LAND,LAND SECURITIES GROUP REIT PLC,Equity,0.25,5.09,"3,550,594.00","18,083,175.24","18,083,175.24",Real Estate,GB00BYW0PQ60,London Stock Exchange,United Kingdom,GBP
SMDS,SMITH (DS) PLC,Equity,0.25,2.83,"6,348,803.00","17,973,461.29","17,973,461.29",Materials,GB0008220112,London Stock Exchange,United Kingdom,GBP
ANTO,ANTOFAGASTA PLC,Equity,0.25,10.3,"1,735,452.00","17,866,478.34","17,866,478.34",Materials,GB0000456144,London Stock Exchange,United Kingdom,GBP
IAG,INTERNATIONAL AIRLINES GROUP SA,Equity,0.25,0.96,"18,488,891.00","17,830,686.48","17,830,686.48",Industrials,ES0177542018,London Stock Exchange,Spain,GBP
PHNX,PHOENIX GROUP HOLDINGS PLC,Equity,0.25,6.62,"2,685,721.00","17,790,215.90","17,790,215.90",Financials,GB00BGXQNP29,London Stock Exchange,United Kingdom,GBP
MRW,MORRISON(WM.)SUPERMARKETS PLC,Equity,0.25,1.63,"10,914,081.00","17,779,037.95","17,779,037.95",Consumer Staples,GB0006043169,London Stock Exchange,United Kingdom,GBP
CCH,COCA COLA HBC AG,Equity,0.24,17.55,"961,604.00","16,876,150.20","16,876,150.20",Consumer Staples,CH0198251305,London Stock Exchange,United Kingdom,GBP
SBRY,SAINSBURY(J) PLC,Equity,0.23,2.02,"8,072,971.00","16,275,109.54","16,275,109.54",Consumer Staples,GB00B019KW72,London Stock Exchange,United Kingdom,GBP
BLND,BRITISH LAND REIT PLC,Equity,0.23,3.49,"4,637,149.00","16,165,101.41","16,165,101.41",Real Estate,GB0001367019,London Stock Exchange,United Kingdom,GBP
ICP,INTERMEDIATE CAPITAL GROUP PLC,Equity,0.23,11.71,"1,378,688.00","16,144,436.48","16,144,436.48",Financials,GB00BYT1DJ19,London Stock Exchange,United Kingdom,GBP
JD,JD SPORTS FASHION PLC,Equity,0.22,7.41,"2,134,660.00","15,822,099.92","15,822,099.92",Consumer Discretionary,GB00BYX91H57,London Stock Exchange,United Kingdom,GBP
HSV,HOMESERVE PLC,Equity,0.21,11.05,"1,365,891.00","15,093,095.55","15,093,095.55",Industrials,GB00BYYTFB60,London Stock Exchange,United Kingdom,GBP
SDR,SCHRODERS PLC,Equity,0.2,26.14,"554,856.00","14,503,935.84","14,503,935.84",Financials,GB0002405495,London Stock Exchange,United Kingdom,GBP
AVV,AVEVA GROUP PLC,Equity,0.19,42.9,"316,009.00","13,556,786.10","13,556,786.10",Information Technology,GB00BBG9VN75,London Stock Exchange,United Kingdom,GBP
AVST,AVAST PLC,Equity,0.18,4.74,"2,729,939.00","12,950,830.62","12,950,830.62",Information Technology,GB00BDD85M81,London Stock Exchange,United Kingdom,GBP
RRN,ROLLS-ROYCE HOLDINGS NIL PAID RIGH,Equity,0.16,0.39,"28,793,656.00","11,229,525.84","11,229,525.84",Industrials,GB00BJP49W43,London Stock Exchange,United Kingdom,GBP
FRES,FRESNILLO PLC,Equity,0.15,11.63,"914,853.00","10,635,166.12","10,635,166.12",Materials,GB00B2QPKJ12,London Stock Exchange,United Kingdom,GBP
EVR,EVRAZ,Equity,0.14,3.6,"2,831,947.00","10,180,849.46","10,180,849.46",Materials,GB00B71N6K86,London Stock Exchange,United Kingdom,GBP
RR,ROLLS-ROYCE HOLDINGS PLC,Equity,0.09,0.71,"8,638,097.00","6,160,690.78","6,160,690.78",Industrials,GB00B63H8491,London Stock Exchange,United Kingdom,GBP
BZFUT,CASH COLLATERAL GBP BZFUT,Cash Collateral and Margins,0.09,100,"6,094,610.00","6,094,610.00","6,094,610.00",Cash and/or Derivatives,-,-,United Kingdom,GBP
USD,USD CASH,Cash,0.02,77.34,"1,630,265.00","1,260,838.93","1,260,838.93",Cash and/or Derivatives,-,-,United States,USD
EUR,EUR CASH,Cash,0.01,90.09,"1,128,121.00","1,016,312.35","1,016,312.35",Cash and/or Derivatives,-,-,European Union,EUR
Z Z0,FTSE 100 INDEX DEC 20,Futures,0,"5,563.50",957,0,"53,242,695.00",Cash and/or Derivatives,GB00HDK54J62,IFLL,-,GBP
CHF,CHF CASH,Cash,0,84.38,0,0.27,0.27,Cash and/or Derivatives,-,-,Switzerland,CHF
 ,,,,,,,,,,,,
